house..sa_id,house..total_households,house..one_person_household,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
A068001045,129,28,7,62,24,3,5
A068001046,95,13,14,29,14,20,5
A068001047,78,13,6,34,3,18,4
A068001048,87,19,15,25,6,18,4
A068002001,108,25,23,33,6,17,4
A068002002,60,21,11,16,4,6,2
A068002003,72,29,14,11,6,9,3
A068003001,78,19,12,27,6,9,5
A068003002,84,13,16,26,5,17,7
A068003003,79,8,6,28,16,16,5
A068003004,116,16,17,45,15,22,1
A068003005,103,18,20,46,6,11,2
A068003006,102,21,18,36,6,16,5
A068003007,85,25,13,28,8,9,2
A068003008,69,16,14,16,6,14,3
A068003009,64,12,14,23,2,11,2
A068003010,133,16,11,46,37,8,15
A068003011,82,19,23,15,9,11,5
A068003012,123,29,15,38,27,8,6
A068003013,111,26,22,37,14,7,5
A068003014,83,19,13,23,18,1,9
A068003015,82,21,13,26,15,3,4
A068003016,63,9,8,17,8,15,6
A068003017,116,39,10,38,18,7,4
A068003018,80,17,6,26,27,1,3
A068003019,113,18,22,35,13,19,6
A068003020,109,37,17,29,3,22,1
A068003021,99,19,7,36,7,26,4
A068003022,106,30,23,35,8,8,2
A068003023,108,34,18,31,16,8,1
A068003024,120,36,13,43,19,8,1
A068003025,116,37,11,36,19,9,4
A068003026,85,20,20,28,11,3,3
A068003027,110,17,20,52,7,10,4
A068003028,72,20,9,24,7,9,3
A068003029,56,17,9,13,7,8,2
A068003030,96,22,13,42,11,6,2
A068003031,133,21,32,58,13,7,2
A068003032,138,46,16,48,18,4,6
A068003033,82,22,16,28,9,3,4
A068003034,98,19,7,47,15,6,4
A068003035,81,16,13,32,9,8,3
A068003036,103,12,27,41,13,3,7
A068003037,70,12,18,21,12,6,1
A068003038,113,20,36,38,9,6,4
A068003039,108,26,21,40,12,3,6
A068003040,107,31,21,37,14,2,2
A068003041,106,30,14,43,11,6,2
A068003042,111,36,20,35,9,6,5
A068003043,122,31,31,42,8,9,1
A068003044,115,16,28,51,4,13,3
A068003045,137,50,19,42,9,14,3
A068003046,79,28,8,29,7,5,2
A068003047,81,22,14,26,11,7,1
A068003048,69,5,17,32,7,5,3
A068003049,85,14,24,19,8,15,5
A068003050,76,28,9,23,8,7,1
A068003051,101,27,22,34,4,14,0
A068003052,122,24,9,42,40,2,5
A068003053,93,16,14,35,6,18,4
A068003054,113,9,17,58,11,13,5
A068003055,101,22,23,38,11,4,3
A068003056,132,28,18,62,6,14,4
A068004001,72,21,12,20,13,6,0
A068004002,109,27,16,43,5,14,4
A068004003,87,15,12,40,13,4,3
A068004004,127,24,13,60,19,9,2
A068004005,79,17,19,12,9,20,2
A068004006,99,29,11,26,21,9,3
A068004007,82,19,14,26,10,10,3
A068004008,65,19,10,21,4,8,3
A068004009,108,14,9,48,18,13,6
A068004010,123,16,18,66,9,10,4
A068004011,118,30,26,25,12,23,2
A068004012,119,18,19,50,18,8,6
A068004013,100,22,10,29,27,12,0
A068004014,78,10,11,40,10,6,1
A068004015,79,11,7,32,16,7,6
A068005001/068005003,100,14,12,51,10,11,2
A068005002,73,14,9,30,10,8,2
A068005004,97,34,11,30,17,3,2
A068005005,78,14,13,34,8,8,1
A068005006,108,24,15,30,23,14,2
A068005007,70,22,9,20,6,12,1
A068005008,109,27,13,27,21,15,6
A068005009,111,16,21,19,6,47,2
A068005010,117,44,27,21,7,14,4
A068005011,127,56,27,19,11,12,2
A068005012,156,48,35,25,9,29,10
A068005013,149,30,39,45,7,25,3
A068006001,78,20,3,25,18,4,8
A068006002,102,29,6,31,23,6,7
A068006003,86,12,16,39,8,8,3
A068006004,89,15,16,22,8,23,5
A068006005,73,18,24,12,1,17,1
A068006006,102,12,20,21,9,29,11
A068006007,131,30,18,40,20,14,9
A068006008,73,23,15,8,2,25,0
A068006009,64,8,9,6,4,37,0
A068006010,71,23,14,20,3,6,5
A068006011,117,41,22,12,13,22,7
A068006012,89,36,25,11,5,9,3
A068006013,111,31,22,22,9,23,4
A068006014,88,38,15,8,4,18,5
A068006015,101,23,28,27,10,13,0
A068007001,108,27,27,23,8,22,1
A068007002,74,17,19,16,6,14,2
A068007003,105,44,21,10,5,22,3
A068007004,108,26,30,10,1,40,1
A068007005,68,21,14,1,0,32,0
A068007006,94,18,17,7,3,49,0
A068007007,78,15,8,23,21,5,6
A068007008,109,37,10,21,10,29,2
A068007009,99,27,11,33,9,16,3
A068007010,134,30,17,34,38,9,6
A068007011,61,14,9,18,5,12,3
A068007012,107,16,18,27,23,13,10
A068007013,113,28,12,15,3,53,2
A068007014,75,16,8,19,3,24,5
A068007015,92,18,20,16,3,33,2
A068007016,113,23,19,14,7,46,4
A068007017,114,31,20,38,9,14,2
A068008001,126,28,19,37,11,28,3
A068008002,109,12,0,0,0,97,0
A068008003,75,15,2,7,2,48,1
A068008004,111,23,21,42,10,13,2
A068008005,70,18,13,3,3,33,0
A068008006,104,25,12,9,4,51,3
A068009001,74,22,15,12,8,13,4
A068009002,88,19,11,8,2,47,1
A068009003,60,18,6,2,0,34,0
A068009004,48,25,8,0,1,14,0
A068010001,52,24,5,5,0,18,0
A068010002,57,18,5,5,1,28,0
A068010003,66,31,11,4,1,18,1
A068010004,127,42,31,7,4,41,2
A068010005,110,23,18,11,2,54,2
A068010006,81,24,9,1,0,47,0
A068010007,78,12,10,0,0,56,0
A068010008,58,13,11,4,1,28,1
A068010009,78,32,4,1,1,40,0
A068010010,82,14,20,5,2,38,3
A068010011,36,6,1,0,2,27,0
A068010012,91,32,31,14,2,9,3
A068010013,126,24,33,45,12,8,4
A068010014,87,30,27,10,4,15,1
A068010015,108,33,34,21,6,14,0
A068010016,99,35,27,25,6,4,2
A068010017,115,23,51,27,5,8,1
A068010018,116,40,26,19,8,17,6
A068010019,103,26,26,27,5,8,11
A068010020,73,18,16,20,10,5,4
A068011001,76,24,17,21,5,7,2
A068011002,153,27,21,49,18,31,7
A068011003,86,23,9,19,20,8,7
A068011004,111,36,20,39,6,6,4
A068011005,101,22,17,33,6,19,4
A068011006,79,13,17,18,13,12,6
A068011007,82,22,17,21,10,8,4
A068011008,100,16,21,45,7,6,5
A068012001/068012002,115,14,15,39,22,12,13
A068012003,93,19,14,27,9,16,8
A068012004/068012006,106,15,10,3,1,77,0
A068012005,79,14,13,2,0,50,0
A068012007,54,24,0,0,0,30,0
A068012008,76,20,14,12,4,21,5
A068012009,64,10,6,5,0,43,0
A068012010,81,14,13,5,0,49,0
A068012011,82,14,19,32,8,5,4
A068012012,80,9,23,37,5,1,5
A068013001,96,31,13,29,4,17,2
A068013002,108,28,19,28,6,24,3
A068013003,79,20,6,23,5,22,3
A068013004,91,24,17,14,18,7,11
A068013005,100,37,13,15,2,30,3
A068013006,101,26,16,25,13,16,5
A068013007,118,24,27,34,10,19,4
A068013008,83,29,9,14,11,15,5
A068014001,79,24,24,12,8,6,5
A068014002,86,30,24,11,8,12,1
A068014003,97,26,20,22,11,11,7
A068014004,89,26,24,31,3,3,2
A068014005,102,12,14,34,10,27,5
A068014006,139,25,25,30,14,42,3
A068014007,109,26,15,25,9,31,3
A068014008,89,20,5,12,8,39,5
A068014009,142,27,23,43,9,36,4
A068015001,73,9,14,16,12,20,2
A068015002,88,25,16,9,5,30,3
A068015003,124,25,20,45,8,21,5
A068015004,177,80,34,27,5,26,5
A068015005,68,20,12,9,2,19,6
A068015006,102,26,25,21,4,20,6
A068015007,83,15,21,25,7,9,6
A068015008,75,23,11,16,13,5,7
A068015009,80,30,12,19,6,8,5
A068015010,104,29,19,21,18,12,5
A068015011,120,35,17,15,5,42,6
A068016001/068016003,81,14,19,18,6,22,2
A068016002,98,38,23,12,2,22,1
A068016004,87,39,15,5,5,23,0
A068016005,76,30,16,5,3,20,2
A068016006,54,19,16,2,1,16,0
A068016007,83,44,12,12,3,10,2
A068017001,81,30,9,8,7,21,6
A068017002,71,22,14,12,2,21,0
A068017003,55,12,7,8,2,26,0
A068017004,54,23,10,4,2,10,5
A068017005,111,20,11,32,41,3,4
A068017006,98,11,8,30,24,20,5
A068018001,79,3,14,20,6,30,6
A068018002,87,20,15,18,18,14,2
A068018003,119,35,20,29,17,12,6
A068018004,86,33,5,12,26,5,5
A068018005,97,9,10,29,5,39,5
A068018006,98,14,9,37,8,25,5
A068018007,120,28,27,33,5,21,6
A068018008,103,14,31,35,8,8,7
A068018009,112,13,37,41,8,7,6
A068018009,112,13,37,41,8,7,6
A068018010,92,25,26,18,7,12,4
A068018011,117,28,25,29,16,15,4
A068018012,79,19,24,21,6,7,2
A068018013,109,30,31,26,10,6,6
A068018014,86,23,25,19,6,8,5
A068018015,67,36,11,6,2,8,4
A068019001,92,18,25,34,3,9,3
A068019002,86,25,25,18,6,10,2
A068019003,111,31,18,21,16,20,5
A068019004,85,24,27,21,2,7,4
A068019005,116,37,26,34,7,9,3
A068019006,102,28,26,34,5,7,2
A068019007,125,29,33,48,5,9,1
A068020001,113,33,22,18,2,35,3
A068020002,106,27,20,19,7,30,3
A068020003,119,45,23,25,7,15,4
A068020004,63,27,15,3,2,16,0
A068020005,79,31,18,12,6,12,0
A068020006,70,18,16,15,4,17,0
A068020007,63,22,12,4,4,21,0
A068020008,84,21,20,25,4,12,2
A068020009,71,53,3,8,1,5,1
A068020010,97,25,19,20,6,24,3
A068020011,76,28,20,4,3,21,0
A068020012,124,27,31,38,8,10,10
A068020013,76,25,13,9,6,21,2
A068020014,108,31,34,12,6,24,1
A068021001,78,31,21,16,4,5,1
A068021002,83,31,10,18,11,11,2
A068021003,103,37,15,16,8,21,6
A068021004,73,26,6,14,10,15,2
A068021005,91,33,14,12,7,21,4
A068021006,79,22,12,17,7,16,5
A068021007,56,18,13,10,3,12,0
A068021008,78,31,7,15,4,20,1
A068021009,67,21,13,7,2,23,1
A068021010,104,39,11,2,4,47,1
A068021011,76,28,12,7,2,25,2
A068022001,79,41,8,4,3,22,1
A068022002,41,12,6,3,1,19,0
A068022003,103,29,29,6,1,38,0
A068022004,74,9,14,7,1,41,2
A068022005,43,10,5,5,2,19,2
A068022006,86,41,9,12,7,16,1
A077001001,66,25,10,11,11,8,1
A077001002,71,23,13,5,4,26,0
A077001003,63,24,10,1,1,27,0
A077001004,50,21,9,4,5,11,0
A077001005,39,18,8,0,1,11,1
A077002001,117,16,34,27,14,19,7
A077002002,130,29,5,48,38,2,8
A077002003,97,13,6,26,7,43,2
A077003001,67,15,24,21,2,5,0
A077003002,74,28,16,22,4,3,1
A077004001,123,40,28,30,3,17,5
A077004002,103,30,15,21,6,25,6
A077004003,94,30,18,17,8,17,4
A077004004,74,21,9,27,6,10,1
A077004005,82,24,1,1,0,56,0
A077005001,85,15,0,19,11,33,7
A077005002,133,40,37,9,4,43,0
A077005003,130,35,25,23,13,28,6
A077006001,85,18,17,14,6,25,5
A077006002,97,19,23,17,5,26,7
A077007001,86,77,0,1,6,2,0
A077007002,91,34,17,16,15,6,3
A077007003,78,23,13,28,6,4,4
A077007004,112,25,22,46,9,5,5
A077008001,75,15,19,31,2,4,4
A077008002,81,33,10,16,15,5,2
A077009001,76,17,13,23,18,2,3
A077010001,77,24,17,23,8,3,2
A077010002,104,19,18,56,8,3,0
A077011001,94,17,24,36,10,4,3
A077011002/077011003/077011006,65,13,8,29,8,3,4
A077011004/077011005,86,17,17,36,4,6,6
A077012001,84,13,24,35,8,2,2
A077012002,86,17,16,38,8,4,3
A077012003,108,20,19,45,12,1,11
A077013001,105,20,23,46,8,2,6
A077014001,72,15,17,27,9,3,1
A077014002,77,23,13,30,6,4,1
A077015001,91,22,24,33,7,4,1
A077015002,87,22,11,32,8,9,5
A077015003,36,10,13,12,1,0,0
A077015004,44,15,10,15,1,3,0
A077016001,117,36,18,35,22,5,1
A077017001,90,21,10,33,21,3,2
A077018001,84,23,19,32,8,2,0
A077019001,84,22,14,29,9,6,4
A077020001/077020008,82,28,13,28,7,2,4
A077020002,99,26,25,30,11,2,5
A077020003,74,19,17,25,6,5,2
A077020004,72,13,13,29,6,2,9
A077020005,91,21,23,31,10,2,4
A077020006,43,11,7,14,5,3,3
A077020007,46,18,10,11,5,2,0
A077020009,65,21,15,20,6,2,1
A077021001,67,11,18,30,5,3,0
A077021002,96,41,19,23,10,1,2
A077022001,51,13,8,23,5,1,1
A077022002,33,10,8,10,3,1,1
A077023001,56,8,25,16,3,1,3
A077023002,96,21,21,37,9,2,6
A077023003,87,26,15,23,16,3,4
A077023004,83,20,16,36,5,2,4
A077023005,93,24,20,32,12,2,3
A077023006,61,13,16,24,6,2,0
A077023007,46,14,10,14,5,1,2
A077024001,126,22,21,68,5,8,2
A077024002,41,12,8,17,2,0,2
A077025001,67,14,15,29,4,4,1
A077025002,77,17,11,38,2,5,4
A077025003,59,19,13,15,9,1,2
A077025004,63,24,8,17,6,4,4
A077025005,53,21,5,16,11,0,0
A077025006,58,9,13,28,4,3,1
A077026001,88,25,14,28,18,1,2
A077027001,77,15,19,35,3,3,2
A077027002/077027003,90,29,15,36,8,1,1
A077027004,69,20,20,25,1,1,2
A077027005/077027006,90,25,13,41,6,4,1
A077028001,60,22,11,21,3,2,1
A077028002,55,15,12,16,8,2,2
A077029001,50,9,11,25,2,2,1
A077030001/077030002,110,18,26,48,11,1,6
A077030003,72,20,11,25,8,5,3
A077030004,83,26,15,24,13,3,2
A077031001,93,30,10,33,9,7,4
A077031002,114,26,20,53,11,3,1
A077032001,62,22,15,22,3,0,0
A077033001,70,15,13,30,4,1,7
A077033002,107,23,22,49,8,1,4
A077033003,69,18,9,31,3,2,6
A077034001,87,16,22,35,5,4,5
A077034002,106,22,24,42,7,7,4
A077034003,129,28,24,58,11,4,4
A077034004,108,22,14,46,17,6,3
A077035001,75,18,7,27,19,3,1
A077035002,83,19,20,33,7,4,0
A077035003,44,14,6,16,4,2,2
A077035004,72,17,17,30,6,1,1
A077035005/077035008,78,22,13,27,10,6,0
A077035006,76,13,18,33,5,3,4
A077035007,71,15,20,29,5,1,1
A077035009,70,9,18,26,12,1,4
A077035010,53,12,17,16,6,1,1
A077035011,65,11,22,24,4,2,2
A077035012,85,24,17,30,9,2,3
A077036001/077036003,98,18,22,44,9,4,1
A077036002,70,19,15,24,8,1,3
A077036004/077036005/077036006,101,20,22,44,7,5,3
A077037001/077133001,62,28,8,17,6,3,0
A077038001,77,10,15,37,8,3,4
A077038002,97,13,22,42,5,6,9
A077039001,81,20,16,38,2,3,2
A077039002,101,27,27,36,6,3,2
A077040001,67,20,17,21,7,1,1
A077040002,48,13,15,9,8,2,1
A077040003,74,29,8,20,9,3,5
A077040004,59,16,12,21,5,2,3
A077040005,68,16,16,24,8,2,2
A077040006,61,20,11,24,5,0,1
A077040007,78,20,19,21,11,4,3
A077041001,91,37,17,20,7,6,4
A077041002,60,28,11,16,4,0,1
A077042001,69,32,9,12,9,5,2
A077042002/077042003/077042004,78,37,11,17,10,2,1
A077043001,68,21,18,20,6,2,1
A077043002/077043006,101,39,19,24,11,6,2
A077043003,52,32,7,6,3,3,1
A077043004,52,22,11,13,2,3,1
A077043005,42,17,11,6,4,3,1
A077043007,40,20,4,14,0,2,0
A077043008,90,29,22,32,4,3,0
A077044001,72,17,20,28,4,1,2
A077044002,78,20,16,27,7,5,3
A077044003,73,19,13,30,4,4,3
A077044004,75,17,17,27,8,3,3
A077044005,46,14,8,19,3,0,2
A077044006,37,9,11,10,5,2,0
A077044007,38,12,14,9,1,0,2
A077044008,61,13,10,27,5,1,5
A077044009,38,11,6,18,1,1,1
A077044010,62,17,9,23,8,2,3
A077044011,71,15,23,26,3,2,2
A077044012,71,19,16,22,7,6,1
A077044013,82,28,19,20,9,4,2
A077044014,67,21,18,18,5,5,0
A077045001/077045002,66,25,18,17,4,1,1
A077045003,52,14,12,20,4,1,1
A077045004,51,16,10,20,2,3,0
A077046001,54,21,8,15,10,0,0
A077046002,62,33,12,13,3,0,1
A077046003,51,18,15,12,5,0,1
A077047001,55,15,13,22,4,1,0
A077047002,68,16,19,26,4,1,2
A077048001,81,15,20,38,3,5,0
A077048002/077048003,90,27,19,29,10,2,3
A077049001,110,34,20,29,17,5,5
A077049002,76,37,9,13,11,4,2
A077049003,106,54,23,15,6,5,3
A077049004,82,16,28,22,10,1,5
A077049005,100,20,26,38,8,3,5
A077049006,88,33,20,20,10,4,1
A077050001,129,39,12,32,37,5,4
A077051001,131,24,28,54,16,4,5
A077052001,93,39,15,20,13,3,3
A077053001,73,18,16,25,5,4,5
A077053002,70,9,8,36,10,5,2
A077053003,97,13,25,36,18,4,1
A077054001,54,12,14,19,6,1,2
A077054002,73,13,20,24,8,3,5
A077054003,92,26,26,25,5,5,5
A077054004,88,37,14,22,11,1,3
A077054005,70,21,13,19,12,1,4
A077054006,89,13,23,39,3,6,5
A077054007,56,13,9,25,5,0,4
A077055001,106,23,17,54,7,3,2
A077056001,50,15,13,14,3,2,3
A077057001,40,10,9,10,6,3,2
A077058001,74,16,19,31,3,3,2
A077058002,86,21,21,30,9,3,2
A077059001,120,21,34,50,9,2,4
A077060001/077060002/077060003,83,14,31,29,5,1,3
A077060004,87,12,23,40,6,2,4
A077061001/077061003,81,13,25,29,9,1,4
A077061002/077061006,22,4,6,9,1,1,1
A077061004,110,33,18,42,11,5,1
A077061005,51,19,9,15,3,3,2
A077062001,96,21,14,47,7,4,3
A077062002,96,18,23,45,6,4,0
A077063001,92,21,13,40,4,8,6
A077064001,66,19,13,20,7,4,3
A077065001,94,17,21,38,6,2,10
A077065002,131,18,29,67,10,3,4
A077065003,88,24,17,30,9,6,2
A077065004,111,26,18,46,10,7,4
A077065005,129,28,25,48,21,4,3
A077065006,87,21,17,37,6,1,5
A077065007,108,32,18,41,10,4,3
A077065008,109,29,21,39,8,5,7
A077065009,66,20,13,22,5,3,3
A077066001,53,17,9,14,9,3,1
A077066002,68,17,14,26,6,3,2
A077066003,104,27,23,40,9,3,2
A077067001,36,11,10,11,3,1,0
A077067002,38,15,11,9,2,1,0
A077067003,47,20,8,17,1,1,0
A077068001,44,13,16,13,1,1,0
A077068002,65,13,19,31,1,1,0
A077068003,58,12,17,19,6,2,2
A077069001,72,15,24,23,5,4,1
A077069002,64,16,19,18,8,2,1
A077070001,69,17,11,32,6,3,0
A077070002/077070003,78,26,18,19,7,5,3
A077071001/077071002,54,14,13,16,3,6,2
A077071003,53,22,9,9,5,8,0
A077071004,64,32,9,9,4,7,3
A077072001,41,9,8,9,4,10,1
A077072002,80,29,13,18,12,6,2
A077072003,95,33,8,25,20,5,4
A077072004,36,21,4,3,0,8,0
A077073001/077073002,92,36,18,16,6,13,3
A077073003,56,27,7,10,5,6,1
A077074001/077074002,82,16,15,42,7,0,2
A077074003,73,21,14,28,7,0,3
A077074004,66,20,5,30,5,4,2
A077075001,84,15,18,41,3,3,4
A077075002,83,9,16,48,6,3,1
A077075003,61,9,15,27,7,1,2
A077075004,92,18,29,37,7,1,0
A077075005,117,20,27,55,9,3,3
A077075006,70,18,10,24,8,3,7
A077075007,106,18,20,54,8,1,5
A077076001,77,16,18,30,6,3,4
A077076002,55,8,22,20,4,0,1
A077076003,55,20,8,15,6,4,2
A077077001,54,12,16,17,5,3,1
A077077002,76,22,9,35,8,1,1
A077078001,59,17,12,22,1,5,2
A077078002,90,23,24,31,6,4,2
A077078003,82,16,26,24,9,1,6
A077078004,64,15,9,28,8,2,2
A077078005,73,20,15,25,7,4,2
A077078006,44,18,11,12,0,2,1
A077078007/077078008,30,10,7,8,3,1,1
A077078009,56,21,16,14,2,2,1
A077079001,48,15,11,14,8,0,0
A077080001,83,28,16,29,7,3,0
A077081001/077081003,63,12,17,25,6,2,1
A077081002,43,11,15,11,2,3,1
A077082001,30,4,17,5,3,1,0
A077082002,40,12,11,14,1,1,1
A077082003,71,24,8,26,11,1,1
A077082004,55,12,14,21,6,2,0
A077082005,31,10,12,8,0,0,1
A077082006,77,24,15,25,8,3,2
A077082007,71,29,4,23,10,3,2
A077082008,73,22,12,25,6,2,6
A077082009,73,16,6,43,3,5,0
A077083001,69,18,16,29,1,4,1
A077083002,49,8,14,20,5,1,1
A077084001,55,14,10,21,7,0,3
A077084002,35,5,10,11,6,1,2
A077085001,49,16,7,19,4,1,2
A077086001,46,13,10,16,5,1,1
A077086002,49,18,16,9,1,2,3
A077087001,91,24,25,29,8,1,4
A077087002,33,13,6,11,1,0,2
A077087002,33,13,6,11,1,0,2
A077088001,63,19,13,23,5,3,0
A077089001,59,19,12,18,3,3,4
A077089002,41,16,12,8,3,2,0
A077089003,51,12,17,16,3,3,0
A077089004,40,11,12,11,3,2,1
A077089005/077089007,53,22,16,10,2,2,1
A077089006,44,14,12,12,5,0,1
A077089008,116,37,9,35,21,9,5
A077089009,82,17,18,38,3,3,3
A077089010,73,22,15,27,4,4,1
A077089011,55,10,13,22,3,3,4
A077089012,78,21,19,27,5,3,3
A077089013,105,21,30,40,5,4,5
A077089014,79,24,12,27,12,2,2
A077089015,69,14,15,22,9,5,4
A077089016,69,21,13,22,8,4,1
A077089017,29,9,7,8,3,1,1
A077089018,102,35,18,32,10,4,3
A077090001,65,15,13,30,5,0,2
A077090002,76,16,23,24,10,1,2
A077090003,116,20,20,49,11,10,6
A077091001,91,22,24,33,6,2,4
A077091002,56,16,5,29,5,1,0
A077092001,51,13,18,12,4,3,1
A077092002,59,18,15,19,2,3,2
A077092003,53,9,7,26,7,4,0
A077092004,71,36,7,19,1,6,2
A077092005,81,16,8,32,8,14,3
A077092006,93,34,17,27,7,6,2
A077092007,57,32,7,10,2,6,0
A077092008,75,26,12,29,5,2,1
A077093001,103,30,17,29,18,7,2
A077093002,72,14,14,33,4,5,2
A077093003,88,36,9,22,15,5,1
A077093004,57,18,12,14,5,6,2
A077094001,67,34,18,6,3,5,1
A077095001,72,21,19,26,4,0,2
A077096001,70,26,15,16,5,7,1
A077096002,52,12,13,16,5,6,0
A077096003,57,18,7,17,11,4,0
A077097001,47,14,6,22,3,0,2
A077097002,82,21,15,35,5,2,4
A077097003/077097005,60,15,9,28,3,5,0
A077097004,71,18,17,25,5,4,2
A077098001,120,29,21,52,10,4,4
A077099001,87,15,18,46,5,1,2
A077099002,78,17,13,36,7,2,3
A077099003,68,18,11,32,1,1,5
A077099004,85,8,23,41,6,5,2
A077100001,98,21,28,35,10,3,1
A077100002,79,19,13,35,5,6,1
A077101001,85,14,12,45,12,2,0
A077101002,75,15,14,32,11,2,1
A077101003,128,22,20,60,16,4,6
A077101004,101,23,24,34,13,3,4
A077101005,83,22,14,34,4,4,5
A077101006,78,25,17,26,3,5,2
A077101007,99,29,18,37,9,4,2
A077101008,87,17,18,36,9,5,2
A077101009,107,37,24,33,8,5,0
A077101010,51,20,8,13,7,2,1
A077101011,86,16,25,40,3,0,2
A077101012,105,23,27,35,11,4,5
A077101013,57,20,11,22,3,1,0
A077101014,61,8,16,31,3,2,1
A077101015,91,38,25,21,4,3,0
A077101016,51,15,6,25,0,3,2
A077101017,106,27,28,35,9,0,7
A077101018,66,6,17,32,7,3,1
A077101019,74,19,15,28,6,5,1
A077101020,76,19,9,40,6,1,1
A077101021,72,18,14,29,6,2,3
A077101022,77,20,10,32,7,7,1
A077101023,57,18,11,23,3,2,0
A077101024,111,17,16,54,7,6,11
A077102001,90,17,25,36,4,6,2
A077102002,84,13,17,38,5,9,2
A077102003,34,9,7,10,1,5,2
A077102004,73,17,18,26,2,5,5
A077102005,99,23,20,44,6,3,3
A077102006,55,11,11,18,7,6,2
A077102007,108,16,24,47,7,10,4
A077102008,165,26,13,72,32,7,15
A077102009,92,11,14,44,12,7,4
A077102010,76,14,21,29,3,6,3
A077102011,70,21,12,33,3,0,1
A077102012,83,15,22,38,4,1,3
A077102013,110,21,29,41,10,6,3
A077102014,91,13,21,41,8,5,3
A077102015,103,23,27,42,5,4,2
A077102016,79,12,25,33,3,2,4
A077102017,72,10,14,37,6,3,2
A077102018,125,19,26,53,14,8,5
A077102019,75,11,10,24,15,7,8
A077102020,99,25,12,36,17,2,7
A077102021,136,25,10,52,38,8,3
A077102022,122,35,17,37,20,10,3
A077102023,64,17,17,17,8,5,0
A077102024,97,35,16,18,13,13,2
A077102025,102,22,13,25,34,4,4
A077102026,111,31,8,34,7,21,10
A077102027,74,16,10,31,5,7,5
A077102028,91,26,17,28,7,9,4
A077102029,56,23,8,9,7,9,0
A077102030,79,31,11,13,8,11,5
A077102031,77,21,16,23,8,6,3
A077102032,85,42,16,13,5,6,3
A077102033,84,35,13,13,4,14,5
A077102034,101,57,13,10,2,18,1
A077102035,79,28,20,17,7,4,3
A077102036,106,36,20,18,17,7,8
A077102037,86,39,14,19,5,7,2
A077102038,97,31,24,22,10,5,5
A077102039,42,21,8,7,4,1,1
A077102040,53,27,6,10,3,7,0
A077102041,47,18,14,4,3,6,2
A077102042,63,19,12,19,4,7,2
A077103001,72,22,18,22,5,2,3
A077103002,54,21,13,9,5,6,0
A077103003,64,21,12,19,3,7,2
A077103004,58,12,18,16,4,7,1
A077104001,83,13,21,20,4,24,1
A077104002,85,20,10,29,8,15,3
A077104003,94,14,11,35,4,22,8
A077104004,121,26,38,30,16,9,2
A077104005,90,26,16,24,8,10,6
A077104006/077104007,92,21,9,40,3,10,9
A077104008,66,18,13,26,5,2,2
A077104009/077104012,79,16,27,25,5,1,5
A077104010,84,19,19,31,5,7,3
A077104011,116,19,25,41,11,13,7
A077104013,75,14,19,24,4,14,0
A077104014,70,12,22,17,5,10,4
A077105001,85,20,26,21,10,6,2
A077105002,67,18,12,21,9,3,4
A077106001,62,9,7,24,4,9,9
A077106002,84,22,18,18,12,9,5
A077106003,98,25,17,36,9,8,3
A077106004,56,13,6,19,4,8,6
A077106005,86,27,25,22,4,5,3
A077106006,72,17,16,29,6,0,4
A077106007,95,25,22,39,5,2,2
A077106008,73,14,11,35,7,3,3
A077106009,74,20,12,26,8,5,3
A077106010,63,26,14,16,7,0,0
A077106011,46,22,4,11,7,2,0
A077106012,69,29,14,13,6,5,2
A077106013,63,16,16,21,4,2,4
A077106014,51,19,8,16,3,4,1
A077106015,81,32,20,16,9,3,1
A077106016,65,20,17,18,5,1,4
A077106017,64,22,17,16,4,3,2
A077106018,91,26,11,26,20,5,3
A077106019,68,38,8,14,5,3,0
A077106020,64,18,22,19,0,3,2
A077107001/077107003,88,26,6,27,26,1,2
A077107002,64,20,22,15,4,2,1
A077108001/077108005,47,13,15,11,6,1,1
A077108002,84,19,13,39,3,7,3
A077108003,110,27,30,35,11,4,3
A077108004,58,12,10,27,6,3,0
A077109001,79,29,25,14,6,4,1
A077109002,59,27,10,7,6,6,3
A077109003,53,26,14,3,3,5,2
A077110001,84,17,27,28,6,3,3
A077111001,111,19,30,45,10,4,3
A077111002,104,37,18,21,15,11,2
A077111003,74,33,15,11,7,5,3
A077111004,78,12,9,24,28,2,3
A077111005,100,14,24,41,15,4,2
A077112001,103,21,26,41,10,4,1
A077112002,73,16,15,35,3,1,3
A077112003/077112004,139,29,41,47,11,6,5
A077113001,67,33,14,11,6,2,1
A077114001,51,25,9,7,6,4,0
A077114002/077114003,96,20,18,34,15,7,2
A077115001,100,26,14,30,21,3,6
A077115002,73,13,20,29,5,1,5
A077116001,96,21,15,41,11,5,3
A077116002,87,26,18,29,8,3,3
A077117001,40,13,9,13,4,1,0
A077117002,62,19,17,15,9,0,2
A077118001,64,21,13,17,6,4,3
A077118002,39,13,12,11,2,1,0
A077118003,101,24,22,39,9,3,4
A077119001,68,14,10,36,5,2,1
A077120001,101,22,25,43,7,3,1
A077120002,112,29,23,44,7,4,5
A077121001,79,8,23,41,3,2,2
A077121002,63,18,9,25,7,3,1
A077122001,68,19,12,23,8,2,4
A077122002,75,13,18,34,5,3,2
A077122003,71,18,12,28,11,1,1
